eta_x,eta_y,eta_psi,nu_u,nu_v,nu_r,x_tilde,y_tilde,on_land,u,v,r,d_obs,psi_tilde_obs,psi_tilde
403.824,818.792,-0.208,0.69782,-0.241009,-0.00044,449.699,-212.891,0.0,0.698,-0.241,-0.0,53.649,1.11,-0.091
404.458,818.412,-0.208,0.699851,-0.240495,-0.000444,449.095,-212.452,0.0,0.7,-0.24,-0.0,53.79,1.111,-0.092
405.093,818.033,-0.208,0.701872,-0.23999,-0.000448,448.489,-212.012,0.0,0.702,-0.24,-0.0,53.931,1.112,-0.092
405.73,817.653,-0.209,0.703886,-0.239494,-0.000453,447.882,-211.572,0.0,0.704,-0.239,-0.0,54.071,1.113,-0.093
406.369,817.272,-0.209,0.70589,-0.239006,-0.000459,447.273,-211.13,0.0,0.706,-0.239,-0.0,54.211,1.115,-0.093
407.009,816.892,-0.21,0.707885,-0.238528,-0.000466,446.664,-210.686,0.0,0.708,-0.239,-0.0,54.35,1.116,-0.093
407.652,816.511,-0.21,0.70987,-0.238057,-0.000474,446.054,-210.239,0.0,0.71,-0.238,-0.0,54.489,1.117,-0.094
408.297,816.13,-0.211,0.711846,-0.237595,-0.000483,445.444,-209.79,0.0,0.712,-0.238,-0.0,54.628,1.118,-0.094
408.943,815.749,-0.211,0.713811,-0.237142,-0.000492,444.833,-209.338,0.0,0.714,-0.237,-0.0,54.766,1.119,-0.095
409.591,815.367,-0.212,0.715766,-0.236696,-0.000503,444.222,-208.882,0.0,0.716,-0.237,-0.001,54.904,1.12,-0.095
410.241,814.986,-0.212,0.717711,-0.236258,-0.000514,443.611,-208.422,0.0,0.718,-0.236,-0.001,55.042,1.121,-0.096
410.893,814.603,-0.213,0.719645,-0.235828,-0.000525,443.001,-207.959,0.0,0.72,-0.236,-0.001,55.18,1.122,-0.096
411.547,814.221,-0.213,0.72157,-0.235405,-0.000538,442.39,-207.49,0.0,0.722,-0.235,-0.001,55.317,1.123,-0.097
412.202,813.838,-0.214,0.723484,-0.23499,-0.000551,441.78,-207.017,0.0,0.723,-0.235,-0.001,55.454,1.124,-0.097
412.859,813.455,-0.214,0.725388,-0.234581,-0.000564,441.17,-206.54,0.0,0.725,-0.235,-0.001,55.591,1.126,-0.098
413.518,813.072,-0.215,0.727282,-0.23418,-0.000578,440.561,-206.057,0.0,0.727,-0.234,-0.001,55.728,1.127,-0.099
414.179,812.688,-0.215,0.729166,-0.233786,-0.000592,439.953,-205.568,0.0,0.729,-0.234,-0.001,55.865,1.128,-0.099
414.841,812.303,-0.216,0.731041,-0.233398,-0.000607,439.345,-205.074,0.0,0.731,-0.233,-0.001,56.001,1.129,-0.1
415.505,811.919,-0.217,0.732907,-0.233017,-0.000623,438.738,-204.574,0.0,0.733,-0.233,-0.001,56.138,1.13,-0.1
416.171,811.534,-0.217,0.734763,-0.232642,-0.000638,438.133,-204.069,0.0,0.735,-0.233,-0.001,56.274,1.131,-0.101
416.838,811.148,-0.218,0.736611,-0.232273,-0.000654,437.528,-203.557,0.0,0.737,-0.232,-0.001,56.411,1.133,-0.102
417.507,810.762,-0.219,0.738451,-0.23191,-0.00067,436.924,-203.039,0.0,0.738,-0.232,-0.001,56.547,1.134,-0.102
418.178,810.375,-0.219,0.740283,-0.231553,-0.000687,436.322,-202.514,0.0,0.74,-0.232,-0.001,56.683,1.135,-0.103
418.85,809.988,-0.22,0.742107,-0.231202,-0.000704,435.72,-201.983,0.0,0.742,-0.231,-0.001,56.82,1.136,-0.104
419.524,809.601,-0.221,0.743924,-0.230856,-0.000721,435.12,-201.446,0.0,0.744,-0.231,-0.001,56.956,1.137,-0.104
420.199,809.213,-0.221,0.745735,-0.230515,-0.000738,434.521,-200.902,0.0,0.746,-0.231,-0.001,57.093,1.139,-0.105
420.876,808.824,-0.222,0.74754,-0.23018,-0.000756,433.923,-200.351,0.0,0.748,-0.23,-0.001,57.229,1.14,-0.106
421.554,808.435,-0.223,0.749339,-0.229849,-0.000774,433.327,-199.793,0.0,0.749,-0.23,-0.001,57.366,1.141,-0.107
422.234,808.045,-0.224,0.751133,-0.229524,-0.000792,432.732,-199.229,0.0,0.751,-0.23,-0.001,57.503,1.142,-0.107
422.916,807.655,-0.224,0.752922,-0.229202,-0.00081,432.138,-198.657,0.0,0.753,-0.229,-0.001,57.64,1.144,-0.108
423.599,807.264,-0.225,0.754707,-0.228886,-0.000828,431.546,-198.079,0.0,0.755,-0.229,-0.001,57.777,1.145,-0.109
424.283,806.872,-0.226,0.756489,-0.228574,-0.000846,430.955,-197.493,0.0,0.756,-0.229,-0.001,57.915,1.146,-0.11
424.969,806.48,-0.227,0.758268,-0.228266,-0.000864,430.365,-196.901,0.0,0.758,-0.228,-0.001,58.052,1.148,-0.111
425.657,806.087,-0.228,0.760045,-0.227961,-0.000883,429.776,-196.301,0.0,0.76,-0.228,-0.001,58.19,1.149,-0.111
426.346,805.693,-0.229,0.76182,-0.227661,-0.000901,429.189,-195.694,0.0,0.762,-0.228,-0.001,58.328,1.15,-0.112
427.036,805.298,-0.23,0.763594,-0.227365,-0.00092,428.604,-195.08,0.0,0.764,-0.227,-0.001,58.466,1.152,-0.113
427.728,804.903,-0.23,0.765367,-0.227072,-0.000939,428.019,-194.459,0.0,0.765,-0.227,-0.001,58.605,1.153,-0.114
428.421,804.507,-0.231,0.76714,-0.226782,-0.000957,427.436,-193.831,0.0,0.767,-0.227,-0.001,58.744,1.155,-0.115
429.116,804.111,-0.232,0.768915,-0.226496,-0.000976,426.854,-193.196,0.0,0.769,-0.226,-0.001,58.883,1.156,-0.116
429.812,803.713,-0.233,0.77069,-0.226213,-0.000995,426.273,-192.553,0.0,0.771,-0.226,-0.001,59.023,1.157,-0.117
430.51,803.315,-0.234,0.772468,-0.225932,-0.001014,425.694,-191.903,0.0,0.772,-0.226,-0.001,59.163,1.159,-0.118
431.208,802.916,-0.235,0.774248,-0.225655,-0.001033,425.115,-191.246,0.0,0.774,-0.226,-0.001,59.303,1.16,-0.119
431.909,802.516,-0.236,0.776031,-0.22538,-0.001052,424.538,-190.582,0.0,0.776,-0.225,-0.001,59.444,1.162,-0.12
432.61,802.115,-0.237,0.777818,-0.225108,-0.001071,423.962,-189.911,0.0,0.778,-0.225,-0.001,59.585,1.163,-0.121
433.313,801.713,-0.239,0.77961,-0.224838,-0.00109,423.387,-189.233,0.0,0.78,-0.225,-0.001,59.727,1.165,-0.122
434.018,801.31,-0.24,0.781406,-0.224571,-0.001108,422.813,-188.548,0.0,0.781,-0.225,-0.001,59.869,1.166,-0.123
434.724,800.907,-0.241,0.783209,-0.224305,-0.001127,422.24,-187.855,0.0,0.783,-0.224,-0.001,60.012,1.168,-0.124
435.431,800.502,-0.242,0.785018,-0.224042,-0.001146,421.668,-187.156,0.0,0.785,-0.224,-0.001,60.155,1.17,-0.126
436.139,800.097,-0.243,0.786834,-0.22378,-0.001165,421.097,-186.449,0.0,0.787,-0.224,-0.001,60.299,1.171,-0.127
436.849,799.69,-0.244,0.788658,-0.22352,-0.001184,420.527,-185.735,0.0,0.789,-0.224,-0.001,60.443,1.173,-0.128
437.56,799.283,-0.245,0.79049,-0.223261,-0.001203,419.958,-185.015,0.0,0.79,-0.223,-0.001,60.588,1.174,-0.129
438.273,798.874,-0.247,0.79233,-0.223004,-0.001222,419.389,-184.287,0.0,0.792,-0.223,-0.001,60.733,1.176,-0.13
438.987,798.464,-0.248,0.794181,-0.222748,-0.001241,418.822,-183.552,0.0,0.794,-0.223,-0.001,60.879,1.178,-0.131
439.702,798.054,-0.249,0.796042,-0.222494,-0.00126,418.255,-182.811,0.0,0.796,-0.222,-0.001,61.026,1.179,-0.133
440.419,797.642,-0.25,0.797914,-0.22224,-0.001279,417.688,-182.062,0.0,0.798,-0.222,-0.001,61.173,1.181,-0.134
441.137,797.229,-0.252,0.799797,-0.221987,-0.001298,417.123,-181.306,0.0,0.8,-0.222,-0.001,61.321,1.183,-0.135
441.856,796.815,-0.253,0.801693,-0.221734,-0.001317,416.557,-180.544,0.0,0.802,-0.222,-0.001,61.47,1.184,-0.137
442.577,796.399,-0.254,0.803602,-0.221482,-0.001336,415.993,-179.775,0.0,0.804,-0.221,-0.001,61.619,1.186,-0.138
443.299,795.983,-0.256,0.805524,-0.22123,-0.001354,415.429,-178.998,0.0,0.806,-0.221,-0.001,61.769,1.188,-0.139
444.022,795.565,-0.257,0.807461,-0.220979,-0.001373,414.865,-178.215,0.0,0.807,-0.221,-0.001,61.92,1.19,-0.141
444.747,795.147,-0.258,0.809412,-0.220727,-0.001392,414.301,-177.426,0.0,0.809,-0.221,-0.001,62.071,1.192,-0.142
445.473,794.726,-0.26,0.81138,-0.220475,-0.001411,413.738,-176.629,0.0,0.811,-0.22,-0.001,62.223,1.193,-0.143
446.201,794.305,-0.261,0.813363,-0.220223,-0.00143,413.176,-175.826,0.0,0.813,-0.22,-0.001,62.376,1.195,-0.145
446.93,793.882,-0.262,0.815364,-0.21997,-0.001449,412.613,-175.016,0.0,0.815,-0.22,-0.001,62.53,1.197,-0.146
447.66,793.458,-0.264,0.817383,-0.219716,-0.001468,412.05,-174.199,0.0,0.817,-0.22,-0.001,62.685,1.199,-0.148
448.392,793.033,-0.265,0.81942,-0.219461,-0.001487,411.488,-173.375,0.0,0.819,-0.219,-0.001,62.84,1.201,-0.149
449.125,792.606,-0.267,0.821476,-0.219205,-0.001505,410.925,-172.545,0.0,0.821,-0.219,-0.002,62.996,1.203,-0.151
449.86,792.178,-0.268,0.823552,-0.218947,-0.001524,410.363,-171.709,0.0,0.824,-0.219,-0.002,63.153,1.205,-0.152
450.596,791.749,-0.27,0.82565,-0.218687,-0.001543,409.8,-170.865,0.0,0.826,-0.219,-0.002,63.311,1.207,-0.154
451.333,791.318,-0.271,0.827768,-0.218426,-0.001562,409.237,-170.015,0.0,0.828,-0.218,-0.002,63.47,1.209,-0.155
452.072,790.885,-0.273,0.82991,-0.218162,-0.001581,408.674,-169.159,0.0,0.83,-0.218,-0.002,63.63,1.211,-0.157
452.813,790.452,-0.275,0.832074,-0.217895,-0.001599,408.111,-168.296,0.0,0.832,-0.218,-0.002,63.79,1.213,-0.158
453.554,790.016,-0.276,0.834262,-0.217626,-0.001618,407.547,-167.426,0.0,0.834,-0.218,-0.002,63.952,1.215,-0.16
454.298,789.579,-0.278,0.836475,-0.217353,-0.001637,406.983,-166.55,0.0,0.836,-0.217,-0.002,64.115,1.217,-0.161
455.043,789.141,-0.279,0.838714,-0.217077,-0.001656,406.418,-165.668,0.0,0.839,-0.217,-0.002,64.278,1.219,-0.163
455.789,788.701,-0.281,0.84098,-0.216796,-0.001674,405.853,-164.779,0.0,0.841,-0.217,-0.002,64.443,1.221,-0.165
456.537,788.259,-0.283,0.843273,-0.216512,-0.001693,405.287,-163.884,0.0,0.843,-0.217,-0.002,64.608,1.223,-0.166
457.286,787.816,-0.284,0.845594,-0.216222,-0.001712,404.72,-162.982,0.0,0.846,-0.216,-0.002,64.775,1.225,-0.168
458.037,787.371,-0.286,0.847944,-0.215928,-0.001731,404.153,-162.074,0.0,0.848,-0.216,-0.002,64.942,1.227,-0.17
458.789,786.925,-0.288,0.850325,-0.215628,-0.001749,403.584,-161.16,0.0,0.85,-0.216,-0.002,65.111,1.229,-0.172
459.544,786.477,-0.29,0.852737,-0.215322,-0.001768,403.015,-160.24,0.0,0.853,-0.215,-0.002,65.281,1.231,-0.173
460.299,786.027,-0.291,0.855181,-0.215009,-0.001787,402.444,-159.313,0.0,0.855,-0.215,-0.002,65.451,1.234,-0.175
461.057,785.575,-0.293,0.857658,-0.214689,-0.001805,401.873,-158.38,0.0,0.858,-0.215,-0.002,65.623,1.236,-0.177
461.816,785.122,-0.295,0.860169,-0.214362,-0.001824,401.3,-157.441,0.0,0.86,-0.214,-0.002,65.796,1.238,-0.179
462.576,784.666,-0.297,0.862715,-0.214026,-0.001843,400.726,-156.496,0.0,0.863,-0.214,-0.002,65.97,1.24,-0.18
463.339,784.209,-0.299,0.865298,-0.213682,-0.001861,400.151,-155.545,0.0,0.865,-0.214,-0.002,66.145,1.243,-0.182
464.103,783.751,-0.301,0.867917,-0.213328,-0.00188,399.574,-154.588,0.0,0.868,-0.213,-0.002,66.321,1.245,-0.184
464.869,783.29,-0.302,0.870575,-0.212965,-0.001899,398.995,-153.625,0.0,0.871,-0.213,-0.002,66.499,1.247,-0.186
465.636,782.827,-0.304,0.873272,-0.21259,-0.001917,398.415,-152.656,0.0,0.873,-0.213,-0.002,66.677,1.25,-0.188
466.406,782.363,-0.306,0.876009,-0.212204,-0.001936,397.834,-151.681,0.0,0.876,-0.212,-0.002,66.857,1.252,-0.19
467.177,781.896,-0.308,0.878787,-0.211806,-0.001955,397.25,-150.7,0.0,0.879,-0.212,-0.002,67.038,1.254,-0.192
467.95,781.428,-0.31,0.881608,-0.211396,-0.001973,396.665,-149.713,0.0,0.882,-0.211,-0.002,67.22,1.257,-0.194
468.725,780.958,-0.312,0.884472,-0.210971,-0.001992,396.077,-148.72,0.0,0.884,-0.211,-0.002,67.404,1.259,-0.196
469.502,780.485,-0.314,0.887381,-0.210532,-0.00201,395.488,-147.722,0.0,0.887,-0.211,-0.002,67.588,1.262,-0.198
470.281,780.011,-0.316,0.890335,-0.210078,-0.002029,394.896,-146.717,0.0,0.89,-0.21,-0.002,67.774,1.264,-0.2
471.062,779.534,-0.318,0.893336,-0.209608,-0.002048,394.302,-145.708,0.0,0.893,-0.21,-0.002,67.961,1.266,-0.202
471.845,779.056,-0.32,0.896384,-0.209121,-0.002066,393.706,-144.692,0.0,0.896,-0.209,-0.002,68.149,1.269,-0.204
472.63,778.575,-0.322,0.899481,-0.208617,-0.002085,393.108,-143.671,0.0,0.899,-0.209,-0.002,68.339,1.271,-0.206
473.417,778.092,-0.324,0.902627,-0.208094,-0.002104,392.506,-142.644,0.0,0.903,-0.208,-0.002,68.53,1.274,-0.208
474.206,777.608,-0.326,0.905823,-0.207552,-0.002122,391.902,-141.612,0.0,0.906,-0.208,-0.002,68.722,1.277,-0.21
474.998,777.12,-0.329,0.90907,-0.206989,-0.002141,391.296,-140.575,0.0,0.909,-0.207,-0.002,68.915,1.279,-0.212
475.791,776.631,-0.331,0.912369,-0.206406,-0.002159,390.686,-139.531,0.0,0.912,-0.206,-0.002,69.11,1.282,-0.214
476.587,776.14,-0.333,0.915721,-0.205801,-0.002178,390.074,-138.483,0.0,0.916,-0.206,-0.002,69.305,1.284,-0.217
477.385,775.646,-0.335,0.919126,-0.205174,-0.002197,389.458,-137.429,0.0,0.919,-0.205,-0.002,69.503,1.287,-0.219
478.186,775.15,-0.337,0.922586,-0.204524,-0.002215,388.84,-136.37,0.0,0.923,-0.205,-0.002,69.701,1.29,-0.221
478.989,774.652,-0.339,0.9261,-0.203851,-0.002234,388.218,-135.306,0.0,0.926,-0.204,-0.002,69.901,1.292,-0.223
479.794,774.151,-0.342,0.92967,-0.203153,-0.002252,387.593,-134.237,0.0,0.93,-0.203,-0.002,70.102,1.295,-0.225
480.602,773.648,-0.344,0.933295,-0.202431,-0.002271,386.964,-133.162,0.0,0.933,-0.202,-0.002,70.304,1.298,-0.228
481.413,773.143,-0.346,0.936977,-0.201684,-0.00229,386.332,-132.083,0.0,0.937,-0.202,-0.002,70.508,1.3,-0.23
482.226,772.635,-0.349,0.940715,-0.200911,-0.002308,385.695,-130.999,0.0,0.941,-0.201,-0.002,77.845,2.078,-0.232
483.041,772.125,-0.351,0.946369,-0.195615,-0.002486,385.056,-129.909,0.0,0.946,-0.196,-0.002,78.009,2.079,-0.234
483.863,771.616,-0.353,0.951926,-0.190636,-0.002635,384.431,-128.758,0.0,0.952,-0.191,-0.003,78.168,2.08,-0.237
484.69,771.108,-0.356,0.957392,-0.185949,-0.002759,383.816,-127.557,0.0,0.957,-0.186,-0.003,78.325,2.081,-0.24
485.522,770.6,-0.359,0.962783,-0.18153,-0.002862,383.209,-126.314,0.0,0.963,-0.182,-0.003,78.478,2.083,-0.242
486.36,770.092,-0.362,0.96812,-0.177351,-0.002947,382.605,-125.038,0.0,0.968,-0.177,-0.003,78.629,2.084,-0.245
487.203,769.584,-0.365,0.973422,-0.173385,-0.003016,382.003,-123.735,0.0,0.973,-0.173,-0.003,78.777,2.086,-0.248
488.051,769.075,-0.368,0.978707,-0.169611,-0.003073,381.401,-122.412,0.0,0.979,-0.17,-0.003,78.924,2.087,-0.251
488.903,768.565,-0.371,0.983991,-0.166007,-0.00312,380.796,-121.073,0.0,0.984,-0.166,-0.003,79.07,2.089,-0.254
489.76,768.054,-0.374,0.98929,-0.162553,-0.003159,380.188,-119.721,0.0,0.989,-0.163,-0.003,79.215,2.091,-0.257
490.622,767.541,-0.377,0.994614,-0.159233,-0.003192,379.574,-118.36,0.0,0.995,-0.159,-0.003,79.359,2.093,-0.261
491.488,767.027,-0.38,0.999974,-0.156031,-0.003219,378.955,-116.992,0.0,1.0,-0.156,-0.003,79.503,2.095,-0.264
492.359,766.511,-0.383,1.005381,-0.152934,-0.003244,378.329,-115.618,0.0,1.005,-0.153,-0.003,79.647,2.097,-0.267
493.234,765.994,-0.387,1.010844,-0.149928,-0.003266,377.696,-114.241,0.0,1.011,-0.15,-0.003,79.79,2.099,-0.27
494.114,765.474,-0.39,1.016369,-0.147002,-0.003287,377.056,-112.86,0.0,1.016,-0.147,-0.003,79.934,2.101,-0.273
494.998,764.951,-0.393,1.021968,-0.144144,-0.003308,376.408,-111.476,0.0,1.022,-0.144,-0.003,80.078,2.103,-0.277
495.887,764.427,-0.396,1.027646,-0.141343,-0.00333,375.752,-110.09,0.0,1.028,-0.141,-0.003,80.222,2.105,-0.28
496.78,763.9,-0.4,1.033414,-0.138589,-0.003353,375.089,-108.7,0.0,1.033,-0.139,-0.003,80.367,2.107,-0.283
497.678,763.37,-0.403,1.03928,-0.135869,-0.003378,374.417,-107.307,0.0,1.039,-0.136,-0.003,80.512,2.109,-0.287
498.581,762.837,-0.406,1.045253,-0.133174,-0.003407,373.738,-105.909,0.0,1.045,-0.133,-0.003,80.658,2.111,-0.29
499.488,762.302,-0.41,1.051343,-0.130492,-0.00344,373.051,-104.505,0.0,1.051,-0.13,-0.003,80.804,2.113,-0.293
500.401,761.763,-0.413,1.05756,-0.127811,-0.003477,372.356,-103.095,0.0,1.058,-0.128,-0.003,80.951,2.115,-0.297
501.318,761.221,-0.417,1.063915,-0.125117,-0.003521,371.655,-101.675,0.0,1.064,-0.125,-0.004,81.099,2.117,-0.3
502.24,760.676,-0.42,1.070419,-0.122397,-0.003571,370.946,-100.245,0.0,1.07,-0.122,-0.004,81.248,2.119,-0.304
503.167,760.128,-0.424,1.077084,-0.119636,-0.003628,370.231,-98.801,0.0,1.077,-0.12,-0.004,81.397,2.121,-0.308
504.1,759.576,-0.427,1.083922,-0.116815,-0.003695,369.509,-97.341,0.0,1.084,-0.117,-0.004,81.547,2.123,-0.311
505.038,759.02,-0.431,1.090945,-0.113914,-0.003773,368.782,-95.862,0.0,1.091,-0.114,-0.004,81.698,2.126,-0.315
505.981,758.46,-0.435,1.098165,-0.110909,-0.003864,368.05,-94.36,0.0,1.098,-0.111,-0.004,81.849,2.128,-0.319
506.93,757.897,-0.439,1.105593,-0.107772,-0.00397,367.313,-92.831,0.0,1.106,-0.108,-0.004,82.001,2.13,-0.322
507.885,757.33,-0.443,1.113236,-0.104469,-0.004094,366.573,-91.268,0.0,1.113,-0.104,-0.004,82.153,2.133,-0.326
508.847,756.758,-0.447,1.121098,-0.100957,-0.00424,365.83,-89.667,0.0,1.121,-0.101,-0.004,82.305,2.135,-0.331
509.814,756.183,-0.451,1.12917,-0.097186,-0.004413,365.085,-88.019,0.0,1.129,-0.097,-0.004,82.458,2.138,-0.335
510.788,755.603,-0.456,1.137427,-0.093089,-0.004619,364.34,-86.314,0.0,1.137,-0.093,-0.005,82.609,2.141,-0.339
511.768,755.019,-0.46,1.14581,-0.088584,-0.004866,363.597,-84.543,0.0,1.146,-0.089,-0.005,82.76,2.144,-0.344
512.756,754.431,-0.465,1.154204,-0.083564,-0.005164,362.858,-82.689,0.0,1.154,-0.084,-0.005,82.91,2.147,-0.349
513.75,753.839,-0.47,1.162398,-0.077902,-0.005527,362.126,-80.737,0.0,1.162,-0.078,-0.006,83.057,2.151,-0.354
514.751,753.243,-0.476,1.17004,-0.071456,-0.005969,361.404,-78.663,0.0,1.17,-0.071,-0.006,83.201,2.155,-0.359
515.758,752.643,-0.482,1.176626,-0.064122,-0.006501,360.696,-76.44,0.0,1.177,-0.064,-0.007,83.341,2.159,-0.365
516.771,752.041,-0.488,1.181663,-0.055946,-0.007123,360.009,-74.037,0.0,1.182,-0.056,-0.007,83.474,2.163,-0.372
517.789,751.438,-0.495,1.185102,-0.047258,-0.007807,359.345,-71.423,0.0,1.185,-0.047,-0.008,83.6,2.168,-0.379
518.809,750.833,-0.503,1.186877,-0.038889,-0.008477,358.706,-68.577,0.0,1.187,-0.039,-0.008,83.716,2.174,-0.387
519.83,750.226,-0.512,1.187749,-0.031393,-0.009074,358.087,-65.505,0.0,1.188,-0.031,-0.009,83.825,2.18,-0.395
520.85,749.618,-0.521,1.188552,-0.024971,-0.009567,357.479,-62.233,0.0,1.189,-0.025,-0.01,83.928,2.187,-0.404
521.869,749.005,-0.53,1.189689,-0.019661,-0.00994,356.869,-58.796,0.0,1.19,-0.02,-0.01,84.027,2.194,-0.414
522.885,748.386,-0.54,1.191144,-0.015398,-0.010193,356.246,-55.238,0.0,1.191,-0.015,-0.01,84.126,2.202,-0.424
523.899,747.76,-0.55,1.192669,-0.012036,-0.010337,355.599,-51.601,0.0,1.193,-0.012,-0.01,84.226,2.209,-0.434
524.909,747.126,-0.561,1.194006,-0.009381,-0.010392,354.921,-47.923,0.0,1.194,-0.009,-0.01,84.331,2.217,-0.444
525.915,746.483,-0.571,1.195085,-0.00725,-0.010378,354.206,-44.235,0.0,1.195,-0.007,-0.01,84.443,2.224,-0.455
526.917,745.831,-0.581,1.196014,-0.0055,-0.010315,353.451,-40.562,0.0,1.196,-0.005,-0.01,84.562,2.232,-0.465
527.913,745.17,-0.592,1.196778,-0.004023,-0.010213,352.654,-36.921,0.0,1.197,-0.004,-0.01,84.691,2.239,-0.475
528.904,744.499,-0.602,1.197372,-0.002746,-0.010082,351.816,-33.325,0.0,1.197,-0.003,-0.01,84.829,2.246,-0.486
529.889,743.818,-0.612,1.197798,-0.00162,-0.009927,350.937,-29.786,0.0,1.198,-0.002,-0.01,84.977,2.253,-0.496
530.869,743.129,-0.622,1.198051,-0.000614,-0.009752,350.018,-26.311,0.0,1.198,-0.001,-0.01,85.137,2.26,-0.506
531.842,742.43,-0.632,1.198122,0.000287,-0.00956,349.06,-22.908,0.0,1.198,0.0,-0.01,85.307,2.267,-0.515
532.809,741.723,-0.641,1.19799,0.001086,-0.00935,348.065,-19.582,0.0,1.198,0.001,-0.009,85.489,2.273,-0.525
533.77,741.007,-0.651,1.197619,0.00177,-0.009124,347.035,-16.339,0.0,1.198,0.002,-0.009,85.682,2.279,-0.534
534.724,740.283,-0.66,1.196951,0.002311,-0.00888,345.972,-13.184,0.0,1.197,0.002,-0.009,85.887,2.285,-0.543
535.671,739.551,-0.669,1.195891,0.002663,-0.008614,344.878,-10.125,0.0,1.196,0.003,-0.009,86.104,2.291,-0.552
536.611,738.812,-0.677,1.194307,0.002766,-0.008325,343.757,-7.166,0.0,1.194,0.003,-0.008,86.334,2.296,-0.561
537.543,738.066,-0.686,1.192029,0.002566,-0.008011,342.61,-4.317,0.0,1.192,0.003,-0.008,86.576,2.301,-0.569
538.468,737.313,-0.694,1.188903,0.002042,-0.007675,341.442,-1.584,0.0,1.189,0.002,-0.008,86.83,2.306,-0.577
539.383,736.554,-0.701,1.184886,0.001241,-0.007325,340.255,1.025,0.0,1.185,0.001,-0.007,87.098,2.311,-0.585
540.289,735.791,-0.709,1.180117,0.000269,-0.006971,339.054,3.507,0.0,1.18,0.0,-0.007,87.378,2.315,-0.592
541.185,735.023,-0.716,1.175098,-0.000761,-0.006627,337.841,5.862,0.0,1.175,-0.001,-0.007,87.671,2.319,-0.599
542.072,734.251,-0.722,1.170438,-0.001778,-0.006303,336.62,8.094,0.0,1.17,-0.002,-0.006,87.975,2.322,-0.606
542.949,733.476,-0.729,1.166315,-0.002748,-0.006002,335.391,10.21,0.0,1.166,-0.003,-0.006,88.291,2.326,-0.612
543.817,732.698,-0.735,1.162832,-0.003669,-0.005724,334.158,12.218,0.0,1.163,-0.004,-0.006,88.618,2.329,-0.618
544.678,731.916,-0.74,1.160037,-0.004558,-0.00547,332.92,14.128,0.0,1.16,-0.005,-0.005,88.955,2.332,-0.624
545.531,731.13,-0.746,1.157942,-0.005442,-0.005236,331.677,15.947,0.0,1.158,-0.005,-0.005,89.302,2.334,-0.629
546.378,730.34,-0.751,1.15654,-0.006344,-0.005022,330.431,17.683,0.0,1.157,-0.006,-0.005,89.659,2.337,-0.635
547.219,729.547,-0.756,1.155812,-0.007287,-0.004825,329.182,19.343,0.0,1.156,-0.007,-0.005,90.025,2.339,-0.64
548.055,728.748,-0.761,1.155738,-0.008292,-0.004641,327.929,20.932,0.0,1.156,-0.008,-0.005,90.4,2.341,-0.644
548.887,727.945,-0.765,1.156295,-0.009374,-0.004469,326.672,22.457,0.0,1.156,-0.009,-0.004,90.784,2.343,-0.649
549.714,727.138,-0.77,1.157466,-0.010545,-0.004306,325.412,23.921,0.0,1.157,-0.011,-0.004,91.177,2.345,-0.654
550.537,726.324,-0.774,1.159235,-0.011816,-0.004149,324.149,25.327,0.0,1.159,-0.012,-0.004,91.579,2.347,-0.658
551.358,725.505,-0.778,1.161594,-0.013194,-0.003996,322.882,26.679,0.0,1.162,-0.013,-0.004,91.99,2.349,-0.662
552.176,724.68,-0.782,1.164537,-0.014686,-0.003845,321.611,27.977,0.0,1.165,-0.015,-0.004,92.41,2.35,-0.666
552.991,723.849,-0.786,1.168065,-0.016297,-0.003694,320.336,29.224,0.0,1.168,-0.016,-0.004,92.84,2.351,-0.67
553.805,723.011,-0.79,1.172183,-0.018028,-0.00354,319.058,30.419,0.0,1.172,-0.018,-0.004,93.279,2.353,-0.674
554.618,722.166,-0.793,1.176898,-0.019881,-0.003382,317.776,31.562,0.0,1.177,-0.02,-0.003,93.728,2.354,-0.677
555.429,721.313,-0.797,1.182218,-0.021849,-0.003218,316.491,32.653,0.0,1.182,-0.022,-0.003,94.187,2.355,-0.68
556.24,720.452,-0.8,1.188149,-0.023921,-0.003048,315.202,33.689,0.0,1.188,-0.024,-0.003,94.657,2.355,-0.684
557.05,719.583,-0.803,1.19469,-0.026076,-0.002873,313.909,34.67,0.0,1.195,-0.026,-0.003,95.137,2.356,-0.687
557.861,718.705,-0.806,1.201831,-0.028281,-0.002695,312.614,35.594,0.0,1.202,-0.028,-0.003,95.629,2.357,-0.69
558.673,717.819,-0.809,1.209543,-0.030489,-0.002518,311.315,36.461,0.0,1.21,-0.03,-0.003,96.132,2.357,-0.692
559.486,716.923,-0.811,1.217775,-0.032646,-0.002349,310.012,37.273,0.0,1.218,-0.033,-0.002,96.646,2.357,-0.695
560.301,716.017,-0.814,1.226443,-0.034702,-0.002193,308.706,38.03,0.0,1.226,-0.035,-0.002,97.171,2.358,-0.697
561.118,715.102,-0.816,1.235442,-0.036624,-0.002055,307.395,38.739,0.0,1.235,-0.037,-0.002,97.707,2.358,-0.699
561.938,714.177,-0.818,1.244645,-0.0384,-0.001937,306.08,39.405,0.0,1.245,-0.038,-0.002,98.254,2.357,-0.701
562.761,713.243,-0.82,1.253929,-0.040042,-0.001839,304.758,40.034,0.0,1.254,-0.04,-0.002,98.81,2.357,-0.703
